id,customer_id,sub_total,tax,discount,total,payment_id,courier_id,promo_id,created_at,updated_at,deleted_at
b8549646-9ba5-4e49-91b0-e46b7c222b33,69998113-c910-4d36-ae2f-0d7f85326c1d,270000,10000,32000,266000,186e70bf-101f-498c-a3ba-96965063fa5d,aa03585b-eec6-4547-9f2f-dd79223e646a,b87da367-f5a7-4f25-abe6-1b77c057c13d,2024-06-20 08:28:57.273000+00:00,2024-06-15 08:28:57.273887+00:00,
924c20a2-538c-4cce-8e87-5079999bbce2,2108e937-74b1-4325-9a2b-95bf7c7c37f2,140000,10000,32000,141000,b06fea87-8263-40fe-bd0b-6e0843a3dc6b,b0ef851b-bbda-4872-a817-4915466d8447,b87da367-f5a7-4f25-abe6-1b77c057c13d,2024-06-23 08:31:52.948000+00:00,2024-06-15 08:31:52.948431+00:00,
52873758-6b97-4797-9590-944e2126d1e4,2108e937-74b1-4325-9a2b-95bf7c7c37f2,210000,10000,32000,211000,a178f08b-f4e5-435a-a242-1ee8f49222ca,f79d516e-80c2-456e-a2c2-5139a67cfd70,b87da367-f5a7-4f25-abe6-1b77c057c13d,2024-06-26 08:32:50.380000+00:00,2024-06-15 08:32:50.380158+00:00,
28fc5bc5-616a-497a-bb20-fe8d7b63a219,b2d1324d-85d5-411d-83c5-97afae9818fe,185000,10000,32000,184000,72d07f4a-7b9e-4610-aa51-b16b07a5e0f5,d1ac363e-4bd4-4a8c-82ae-d7f58c377494,b87da367-f5a7-4f25-abe6-1b77c057c13d,2024-06-30 08:37:46.082000+00:00,2024-06-15 08:37:46.082241+00:00,
b8c5e21d-5057-464c-b522-1b6e2329f2b4,9af8b248-19ea-44b7-9d19-1f266f9601f5,85000,10000,32000,82000,8bb9f7e4-e00c-431a-af0d-d9f875b3840a,60db9a83-fa03-42af-8420-eb871265b46c,b87da367-f5a7-4f25-abe6-1b77c057c13d,2024-06-05 08:12:41.037000+00:00,2024-06-15 08:12:41.037073+00:00,
b192c4e9-89d5-49a4-a8fa-a7d25fd3d7fc,9af8b248-19ea-44b7-9d19-1f266f9601f5,190000,10000,32000,187000,c7e484f7-296b-4a75-b1dc-74703321e105,73e49ca4-54b9-4fca-a74d-2815c3fbb178,b87da367-f5a7-4f25-abe6-1b77c057c13d,2024-06-06 08:12:53.519000+00:00,2024-06-15 08:12:53.519647+00:00,
8c433b09-42d7-40ce-bca2-a15abb26468b,c23e4276-428b-4705-9a25-47cdbcb0231a,220000,10000,32000,206000,ec022de9-ad21-433c-93c5-0c105d5ab436,1efc2858-3bbc-47a6-9a71-11fb32ea7be4,b87da367-f5a7-4f25-abe6-1b77c057c13d,2024-05-29 08:39:55.760000+00:00,2024-06-15 08:39:55.760995+00:00,
ea6575a5-7b9f-41be-95b1-a44282fccdcb,c23e4276-428b-4705-9a25-47cdbcb0231a,85000,10000,32000,71000,194fa9d2-b341-4a99-9fd1-4cb553e44cd0,d24cdcd3-701c-4f6c-b233-4837cc1bd78b,b87da367-f5a7-4f25-abe6-1b77c057c13d,2024-05-30 08:39:24.954000+00:00,2024-06-15 08:39:24.954503+00:00,
837a38e3-57ba-4f1b-9755-2f0abff064dd,c790d538-5cb2-457a-8dc8-74a7997a50d1,95000,10000,32000,94000,e17db283-04e7-4162-b9c2-0d5827f1cc54,097e1592-7202-4b1d-9e21-261a1fa4adfb,b87da367-f5a7-4f25-abe6-1b77c057c13d,2024-06-17 08:26:32.722000+00:00,2024-06-15 08:26:32.722725+00:00,
3094b394-4e1b-4bb4-b168-91015f07b496,083320fa-316b-4446-9c2c-8636919e7cfc,145000,10000,32000,142000,c511a84f-c242-4342-b52d-20d718c8e214,0838722b-acff-49b9-b51a-ab5262c30a69,b87da367-f5a7-4f25-abe6-1b77c057c13d,2024-06-04 08:11:31.350000+00:00,2024-06-15 08:11:31.350899+00:00,
28369f48-49bc-4956-ab9d-2a3cab33cf86,69998113-c910-4d36-ae2f-0d7f85326c1d,95000,10000,32000,81000,fd315a83-b839-426c-8512-e50f19e88dd5,cd43166e-f7b8-4159-8ba5-fab270037749,b87da367-f5a7-4f25-abe6-1b77c057c13d,2024-06-18 08:27:24.132000+00:00,2024-06-15 08:27:24.132474+00:00,
55934c94-5254-4c3f-a3fc-86c4b7816eb7,69998113-c910-4d36-ae2f-0d7f85326c1d,140000,10000,32000,136000,baf95ff6-39d8-4358-968a-91fe7091916b,62bbc79c-0ecf-47d3-a6be-5cbe47de6623,b87da367-f5a7-4f25-abe6-1b77c057c13d,2024-06-22 08:30:02.653000+00:00,2024-06-15 08:30:02.653830+00:00,
b2fc39e7-881e-44df-8f6c-f9093ac190ea,c1854c5d-9d3a-40ae-b560-14c85ff56974,560000,10000,32000,570000,e3b445ad-592b-472d-94f1-02258870f2f5,88b6d245-6db1-4296-a0c3-b9ae5d53f42e,b87da367-f5a7-4f25-abe6-1b77c057c13d,2024-06-13 08:21:55.353000+00:00,2024-06-15 08:21:55.353321+00:00,
72a3ef2e-a2f6-4fdc-b54c-5188ab809abf,2108e937-74b1-4325-9a2b-95bf7c7c37f2,95000,10000,32000,96000,41c4662e-3c20-4b71-a905-203531ea1447,20a9dd72-47b3-43a2-8a48-37212e586da9,b87da367-f5a7-4f25-abe6-1b77c057c13d,2024-06-24 08:32:02.863000+00:00,2024-06-15 08:32:02.863584+00:00,
2fd2cda7-ea33-47f5-93e3-655735119bc3,69998113-c910-4d36-ae2f-0d7f85326c1d,405000,10000,32000,391000,187056fd-a0d0-4831-9388-dad9ed7364da,5b089a59-fba9-4cec-8812-53ddc249d714,b87da367-f5a7-4f25-abe6-1b77c057c13d,2024-06-19 08:27:53.797000+00:00,2024-06-15 08:27:53.797486+00:00,
8e10040a-c0eb-4825-90ff-c7936eeed7b9,51db94bf-043e-4ccf-a9e2-5e2ff586ba83,535000,10000,32000,534000,9d98bce6-10ab-4045-b6f3-2fffc551dbc8,190243f6-032a-494d-b33d-e09f77c3c3dd,b87da367-f5a7-4f25-abe6-1b77c057c13d,2024-06-11 08:17:51.629000+00:00,2024-06-15 08:17:51.629816+00:00,
95bce05a-6dbd-42d8-9bd4-7dc2c861e2e9,c1854c5d-9d3a-40ae-b560-14c85ff56974,120000,10000,32000,130000,5945a6f6-6c75-4823-951f-afcd8a54cf28,8eade2a6-6296-4a87-ae18-4624e248f5b0,b87da367-f5a7-4f25-abe6-1b77c057c13d,2024-06-14 08:22:10.948000+00:00,2024-06-15 08:22:10.948126+00:00,
ac63fa77-78e8-47f9-8417-44ed7ba285f4,c23e4276-428b-4705-9a25-47cdbcb0231a,450000,10000,32000,436000,629d9254-a62b-4d68-9bc6-9690719d770e,26810b3a-d140-4b10-ab44-c0ae0cab6e5f,b87da367-f5a7-4f25-abe6-1b77c057c13d,2024-05-28 08:40:13.066000+00:00,2024-06-15 08:40:13.066741+00:00,
92e96321-946a-45f0-8921-c9d6cec98a13,69998113-c910-4d36-ae2f-0d7f85326c1d,480000,10000,32000,466000,22ea24b3-8908-4266-afd3-51aefdb48dba,b5f75891-4420-4223-a27c-f0bb7e17e4d0,b87da367-f5a7-4f25-abe6-1b77c057c13d,2024-06-19 08:28:06.013000+00:00,2024-06-15 08:28:06.013779+00:00,
a3ed8049-6622-4c34-92b4-37ff8f94a422,c23e4276-428b-4705-9a25-47cdbcb0231a,120000,10000,32000,106000,f0b11e1e-1333-4c48-ae5e-7e680e7e15a7,20f8c970-b1d9-4f7d-8d93-2243e244b93f,b87da367-f5a7-4f25-abe6-1b77c057c13d,2024-05-27 08:40:22.850000+00:00,2024-06-15 08:40:22.850005+00:00,
205578cc-e974-4d7a-9b26-b371a03ecd8f,b2d1324d-85d5-411d-83c5-97afae9818fe,310000,10000,32000,320000,c019e7e4-7f67-4ec1-a7e1-f63ed2f9ee08,91888249-98ec-4cee-a3e1-dbc46dc6310e,b87da367-f5a7-4f25-abe6-1b77c057c13d,2024-06-29 08:36:42.593000+00:00,2024-06-15 08:36:42.593241+00:00,
d10383af-c848-4cf2-b8fd-10073840f21e,c790d538-5cb2-457a-8dc8-74a7997a50d1,65000,10000,40000,61000,e05185fa-5f8a-4aff-a9c6-97cc4b6368b5,bb1e6068-1267-40c0-9347-de90912ce587,73b99be4-b751-4950-8ca9-477e9a3c005a,2024-06-01 04:50:37.127000+00:00,2024-06-12 04:50:37.127359+00:00,
6b8d377e-db5a-4b71-8b1a-e78a22191aa5,2108e937-74b1-4325-9a2b-95bf7c7c37f2,150000,10000,32000,147000,b1818d17-b429-47e2-9577-d88f3c27d173,014a9d5a-aade-4945-a0aa-ee1ace2dd6ab,b87da367-f5a7-4f25-abe6-1b77c057c13d,2024-06-27 08:33:28.200000+00:00,2024-06-15 08:33:28.200401+00:00,
d839d9b3-abb8-4334-8451-9172687f6bc1,51db94bf-043e-4ccf-a9e2-5e2ff586ba83,150000,10000,32000,147000,e4b3c4cf-5330-4797-8bff-e95d09c9539d,1f1e51b6-52fc-4e40-bb91-5f5ce287bf6f,b87da367-f5a7-4f25-abe6-1b77c057c13d,2024-06-10 08:16:39.544000+00:00,2024-06-15 08:16:39.544379+00:00,
736a7088-0e2d-497f-8fa6-79f7f1bb9a3d,9af8b248-19ea-44b7-9d19-1f266f9601f5,220000,10000,32000,217000,98cde04b-368b-4543-aa73-820207ed3bf9,bdf9e5c0-5770-4006-8568-21d3064fedef,b87da367-f5a7-4f25-abe6-1b77c057c13d,2024-06-08 08:14:33.018000+00:00,2024-06-15 08:14:33.018430+00:00,
67e4c60b-fb2f-4cfa-a3c9-33aef017ab51,9af8b248-19ea-44b7-9d19-1f266f9601f5,70000,10000,32000,67000,02f3d796-1b61-45d1-adf6-56a3fef4b94a,fac14478-91fe-47f7-8be7-40b672f6ff52,b87da367-f5a7-4f25-abe6-1b77c057c13d,2024-06-07 08:14:14.103000+00:00,2024-06-15 08:14:14.103998+00:00,
ee4df0b3-6455-40ff-8310-e724075021a9,083320fa-316b-4446-9c2c-8636919e7cfc,155000,10000,32000,152000,03313378-eb88-4c50-ae60-45df8b556c57,d7ecf160-6c73-46eb-9648-63cf8ed99742,b87da367-f5a7-4f25-abe6-1b77c057c13d,2024-06-02 08:10:49.223000+00:00,2024-06-15 08:10:49.223457+00:00,
e46b38dd-2346-43d5-9c37-6783b4ed6a3c,3799bb46-1c41-4cad-96a4-bbc4e14a298a,120000,10000,32000,117000,5cc5d871-e887-431b-9580-5e9e541fa7b8,53b3d8ba-ee11-446b-aed1-47ff46f61998,b87da367-f5a7-4f25-abe6-1b77c057c13d,2024-05-26 08:41:24.578000+00:00,2024-06-15 08:41:24.578241+00:00,
10edc6b3-a3e0-4cd3-a840-7bd6296cd260,b2d1324d-85d5-411d-83c5-97afae9818fe,240000,10000,32000,226000,57f6f7ec-5055-4254-a4f5-5250843eb7c0,77ccca58-aefa-4d1f-9d62-88763716d931,b87da367-f5a7-4f25-abe6-1b77c057c13d,2024-06-28 08:35:41.137000+00:00,2024-06-15 08:35:41.137305+00:00,
ae158a02-18d0-4de3-b743-70365021a295,b2d1324d-85d5-411d-83c5-97afae9818fe,150000,10000,32000,136000,c7fa84f7-efc7-4b41-be72-a48c1e480d76,22fb54e7-c01f-446b-a458-e3fea0c7a402,b87da367-f5a7-4f25-abe6-1b77c057c13d,2024-06-28 08:35:31.337000+00:00,2024-06-15 08:35:31.337549+00:00,
d2de4ce8-3bf4-44ca-96a9-81e5e7307e9b,083320fa-316b-4446-9c2c-8636919e7cfc,150000,10000,32000,147000,713e1dee-9764-4ba5-ba90-59fe68f83a41,b869ec2a-b8bb-483a-8c23-a3e3a9a19d16,b87da367-f5a7-4f25-abe6-1b77c057c13d,2024-06-03 08:11:06.320000+00:00,2024-06-15 08:11:06.320909+00:00,
5aff224a-acad-4474-a9f8-11d9407b3997,6dcdaf92-b668-4a16-adaa-9b2361f1731e,165000,10000,0,207000,29e92a67-2387-44e8-8115-fe58753f2919,8079a507-c002-4a27-bc9a-270605088ba4,00000000-0000-0000-0000-000000000000,2024-06-23 02:55:45.726858+00:00,2024-06-23 02:55:45.726858+00:00,
2a1d39fd-f7d5-437d-b0bd-807d1da98c35,6dcdaf92-b668-4a16-adaa-9b2361f1731e,80000,10000,0,122000,6e58fd0d-8fd1-46d5-8213-3673674726a7,abbd29fc-10be-4dfe-bc90-422358ed30b0,00000000-0000-0000-0000-000000000000,2024-06-23 03:01:49.328396+00:00,2024-06-23 03:01:49.328396+00:00,
8fc7becc-6e5f-4506-ad49-df90795b2bec,6dcdaf92-b668-4a16-adaa-9b2361f1731e,85000,10000,0,127000,72ebbece-39d5-43df-b61a-3f057348e748,bf4e01b5-89a7-4a91-b68c-56efa92f9dd4,00000000-0000-0000-0000-000000000000,2024-06-23 10:08:55.354425+00:00,2024-06-23 10:08:55.354425+00:00,
96d866ea-482a-435e-b12f-49d2168e8c30,6dcdaf92-b668-4a16-adaa-9b2361f1731e,40000,10000,0,82000,edae8f0e-4015-40ce-80e6-704a2d974ddd,f6090518-ce28-432d-b95c-eb6a0bd93661,00000000-0000-0000-0000-000000000000,2024-06-23 10:11:05.038557+00:00,2024-06-23 10:11:05.038557+00:00,
38f8fc61-6a47-4be8-9d0c-762b42b9b945,6dcdaf92-b668-4a16-adaa-9b2361f1731e,35000,10000,0,77000,8813ac87-dd94-4d6a-be5d-49620f3a17c2,d8e39097-c137-47df-ac6e-3515753e275b,00000000-0000-0000-0000-000000000000,2024-06-23 10:14:49.087031+00:00,2024-06-23 10:14:49.087031+00:00,
5c60e34b-f4bd-4d20-9015-e0fe988390d0,6dcdaf92-b668-4a16-adaa-9b2361f1731e,95000,10000,0,137000,991b0c99-870c-4da8-b502-325b34c29db3,808f7c9a-4363-46c9-8666-ebebf4535b53,00000000-0000-0000-0000-000000000000,2024-06-23 10:33:06.793385+00:00,2024-06-23 10:33:06.793385+00:00,
58fefbaa-ebb4-43f5-b2b3-c420b8ca732e,6dcdaf92-b668-4a16-adaa-9b2361f1731e,95000,10000,0,137000,35599bcc-5a6f-45fd-a1ac-7161b2a2c587,bb3a03c4-d48c-4fcd-9112-06b744723efb,00000000-0000-0000-0000-000000000000,2024-06-23 10:34:41.020739+00:00,2024-06-23 10:34:41.020739+00:00,
b03a3619-1f0b-483d-8ac9-634838ded55f,6dcdaf92-b668-4a16-adaa-9b2361f1731e,95000,10000,0,137000,86292e2c-166f-4cd4-bd57-dbb5ac7a4340,48402303-faef-4371-9e64-f9584e13d587,00000000-0000-0000-0000-000000000000,2024-06-23 10:34:41.379579+00:00,2024-06-23 10:34:41.379579+00:00,
5425aaa6-b35a-45aa-ab40-fbc1d353b92d,6dcdaf92-b668-4a16-adaa-9b2361f1731e,95000,10000,0,137000,a76331ba-636a-4784-8b48-b7db3eec7424,4ec0c9c2-16c2-4f42-a981-1b8cca51e2cd,00000000-0000-0000-0000-000000000000,2024-06-23 10:34:42.312372+00:00,2024-06-23 10:34:42.312372+00:00,
a77c0025-f72e-4085-8710-5ad0034567ed,6dcdaf92-b668-4a16-adaa-9b2361f1731e,95000,10000,0,137000,88cd7782-aa45-4729-9ab8-26f1997fca0e,d441226a-092e-4d43-acf3-8abe329d4ca8,00000000-0000-0000-0000-000000000000,2024-06-23 10:34:42.379247+00:00,2024-06-23 10:34:42.379247+00:00,
38d8cadf-c91c-44d0-a0b1-c2c2eed3638d,6dcdaf92-b668-4a16-adaa-9b2361f1731e,95000,10000,0,137000,f394ef8c-ee03-4d5d-b32e-a914e61b256f,6994a788-6121-4433-99a1-629e48aa9dc3,00000000-0000-0000-0000-000000000000,2024-06-23 10:34:42.385144+00:00,2024-06-23 10:34:42.385144+00:00,
38d55141-dd88-4296-b00e-2b2b5698b673,6dcdaf92-b668-4a16-adaa-9b2361f1731e,50000,10000,0,92000,f0cec579-664c-4f35-995c-fa6638343bbe,9dfa4f84-3fef-4fd6-83e6-ee96d73422ae,00000000-0000-0000-0000-000000000000,2024-06-23 10:44:26.180235+00:00,2024-06-23 10:44:26.180235+00:00,
191b65db-8eb6-46b6-8339-b1cb890ceebb,6dcdaf92-b668-4a16-adaa-9b2361f1731e,70000,10000,0,112000,d57b1b18-80bd-483f-8591-f52165396e38,3380439f-9409-47b1-acb0-bb98566d5d5c,00000000-0000-0000-0000-000000000000,2024-06-23 10:47:07.440863+00:00,2024-06-23 10:47:07.440863+00:00,
586a520d-b70b-4125-a587-d272862a9209,6dcdaf92-b668-4a16-adaa-9b2361f1731e,40000,10000,0,82000,07fec5bb-c4a3-4e2f-b2e1-9a26c34b8877,1a15baf4-5cfb-4cb9-a3ac-79c0b405cc59,00000000-0000-0000-0000-000000000000,2024-06-23 11:10:59.818999+00:00,2024-06-23 11:10:59.818999+00:00,
5ba344ff-6b94-42c3-b319-400a346aa7ee,6dcdaf92-b668-4a16-adaa-9b2361f1731e,40000,10000,0,82000,522d12f0-14b7-4270-a16c-13d3d3dc21ca,e3389da8-f933-4abe-b6b0-4d3cfb415ec7,00000000-0000-0000-0000-000000000000,2024-06-23 11:30:48.927251+00:00,2024-06-23 11:30:48.927251+00:00,
b4956d01-46e8-4136-af6f-b13501ba5c93,6dcdaf92-b668-4a16-adaa-9b2361f1731e,40000,10000,0,82000,469dbf68-60b7-48d2-955f-30b5daa513d8,a0aac6e0-9688-497a-ac89-22d69e4e2996,00000000-0000-0000-0000-000000000000,2024-06-23 11:35:24.389734+00:00,2024-06-23 11:35:24.389734+00:00,
529c6777-3c05-42e3-9732-38cadc1259c4,6dcdaf92-b668-4a16-adaa-9b2361f1731e,70000,10000,0,112000,aed30b9c-b353-4836-a28b-cbf9bfd486c6,0ed2f689-49c1-4301-a6e8-82f888f755ee,00000000-0000-0000-0000-000000000000,2024-06-23 11:39:00.322147+00:00,2024-06-23 11:39:00.322147+00:00,
70757794-ef33-4525-97c4-3c357b7742dd,6dcdaf92-b668-4a16-adaa-9b2361f1731e,95000,10000,0,137000,d607726b-6f56-4e0a-9be2-cee00d5ae0f4,88a8548a-86e9-4e28-a71d-3be089e333df,00000000-0000-0000-0000-000000000000,2024-06-23 11:40:26.994643+00:00,2024-06-23 11:40:26.994643+00:00,
d5e1bb6b-c5e5-44b6-94e2-da5a9db48b8c,6dcdaf92-b668-4a16-adaa-9b2361f1731e,70000,10000,0,112000,3de73b7e-d073-41e8-9ded-1bb2964b6b1d,6cd19f2d-305b-47f7-ab1e-cead5c4eb0ea,00000000-0000-0000-0000-000000000000,2024-06-23 11:48:37.344533+00:00,2024-06-23 11:48:37.344533+00:00,
f3106c38-74ad-4cbe-99e6-c32d46f7040e,6dcdaf92-b668-4a16-adaa-9b2361f1731e,70000,10000,0,112000,19981e83-e73a-4041-8a82-89fb2c0984c5,12567a71-49b8-4c5f-b189-6cb16efcc225,00000000-0000-0000-0000-000000000000,2024-06-23 11:49:03.070505+00:00,2024-06-23 11:49:03.070505+00:00,
f88426ca-49c7-4b21-97d3-3c0756936c72,6dcdaf92-b668-4a16-adaa-9b2361f1731e,40000,10000,0,82000,3a487918-abb7-4d35-9b23-22485210cc84,6777f971-067c-424d-b7d7-3a1d5f9a1e32,00000000-0000-0000-0000-000000000000,2024-06-23 11:52:36.487572+00:00,2024-06-23 11:52:36.487572+00:00,
f4749058-27ab-404b-831d-a7cb57722505,6dcdaf92-b668-4a16-adaa-9b2361f1731e,40000,10000,0,82000,d946a9c3-bb80-4681-9e67-08bb447c70fa,ad2939cf-2904-4508-8904-b8d58514927b,00000000-0000-0000-0000-000000000000,2024-06-23 11:58:11.035646+00:00,2024-06-23 11:58:11.035646+00:00,
76be73ac-b650-4c47-8b35-aade2c656cfa,6dcdaf92-b668-4a16-adaa-9b2361f1731e,40000,10000,0,82000,cd9d865e-9c0e-450a-989e-2000bcbe4cc7,439d2752-a02c-4504-83bc-db6ed075097c,00000000-0000-0000-0000-000000000000,2024-06-23 12:03:51.734046+00:00,2024-06-23 12:03:51.734046+00:00,
1a752a20-7622-433b-8e52-e1245d302168,6dcdaf92-b668-4a16-adaa-9b2361f1731e,40000,10000,0,82000,e7043bba-ca4a-4776-a9c2-dee32c61d20d,40376568-6ee4-496f-b9dd-5aa28402187a,00000000-0000-0000-0000-000000000000,2024-06-23 12:06:25.037027+00:00,2024-06-23 12:06:25.037027+00:00,
a03ada31-94d8-4cff-8fcc-708515e4f411,6dcdaf92-b668-4a16-adaa-9b2361f1731e,40000,10000,0,82000,b9aa3d2f-977a-49c8-9d84-59bc9be807dc,036aa642-f55e-49f5-8c69-f143277a5bed,00000000-0000-0000-0000-000000000000,2024-06-23 12:07:27.537165+00:00,2024-06-23 12:07:27.537165+00:00,
fad066ac-6fac-4ee2-9508-1e8118ee2c5b,6dcdaf92-b668-4a16-adaa-9b2361f1731e,95000,10000,0,137000,4e6dd2a3-2dcd-42b4-8889-f05370e3303a,18bd194b-b685-491c-9a21-efc82c558e47,00000000-0000-0000-0000-000000000000,2024-06-23 12:14:57.827548+00:00,2024-06-23 12:14:57.827548+00:00,
39268e31-274f-4dcd-a864-37e9ae421438,6dcdaf92-b668-4a16-adaa-9b2361f1731e,95000,10000,0,137000,65816637-900e-4979-9355-a434201057b8,c8e866ea-e5af-4510-9eca-ce6aae81b5fa,00000000-0000-0000-0000-000000000000,2024-06-23 12:16:59.558336+00:00,2024-06-23 12:16:59.558336+00:00,
c6710564-ef12-4d7a-8f00-29c7eec2b8cd,6dcdaf92-b668-4a16-adaa-9b2361f1731e,95000,10000,0,137000,56621f71-98b1-472b-8c14-e7a8c38d2225,c1b1d36a-be14-4967-a72c-94aeeabea5ba,00000000-0000-0000-0000-000000000000,2024-06-23 12:17:43.256178+00:00,2024-06-23 12:17:43.256178+00:00,
dbf9c601-92c1-4d73-a7db-7c12eb60d6a5,6dcdaf92-b668-4a16-adaa-9b2361f1731e,40000,10000,0,82000,6668d620-59d6-46aa-9f41-472600be4aaf,ddcb040d-d715-4239-a577-6538f5213ac8,00000000-0000-0000-0000-000000000000,2024-06-23 12:24:44.545688+00:00,2024-06-23 12:24:44.545688+00:00,
df410c3e-24cd-4f1b-a1ab-e8987c6b0d48,6dcdaf92-b668-4a16-adaa-9b2361f1731e,40000,10000,0,82000,ab8b0bfb-2202-4b86-9afa-fa7f925174cc,477a07d3-b6f4-4e26-b5d5-d67b5bd603c1,00000000-0000-0000-0000-000000000000,2024-06-23 12:26:55.746794+00:00,2024-06-23 12:26:55.746794+00:00,
bfd2a82c-81db-49ce-b1e0-737a1b2d4d7a,6dcdaf92-b668-4a16-adaa-9b2361f1731e,40000,10000,0,82000,1368962b-cb46-43e6-8f40-e69a66f33718,79682b42-64f3-4fc4-ba0c-d4bc9447bfd7,00000000-0000-0000-0000-000000000000,2024-06-23 14:38:04.936465+00:00,2024-06-23 14:38:04.936465+00:00,
76d5ed48-b52d-4a24-9d1b-293cb689c270,6dcdaf92-b668-4a16-adaa-9b2361f1731e,40000,10000,0,82000,89820d2a-c66c-40e0-9b8a-2dc3db12cef5,6b99c71d-f8dd-4d83-aef5-ac4d90184a97,00000000-0000-0000-0000-000000000000,2024-06-23 14:38:29.228432+00:00,2024-06-23 14:38:29.228432+00:00,
f0694cf1-31f8-45a2-a671-2d16700cd461,6dcdaf92-b668-4a16-adaa-9b2361f1731e,40000,10000,0,82000,4280e1b7-e191-4124-ad22-f2ec870d9e32,d266608f-4b8a-4f3a-9ea9-944ec40789d6,00000000-0000-0000-0000-000000000000,2024-06-23 16:16:40.146321+00:00,2024-06-23 16:16:40.146321+00:00,
04c07197-c0bc-4f39-a492-9c48b69401ed,6dcdaf92-b668-4a16-adaa-9b2361f1731e,40000,10000,0,82000,4f3e9819-dcc1-4df8-abb3-7e2181744bd5,5e39c16e-0973-43db-addb-f2749e045b60,00000000-0000-0000-0000-000000000000,2024-06-23 15:54:56.796187+00:00,2024-06-23 15:54:56.796187+00:00,
